HR,Name,DM,glon,glat,vmag,spectype,parallax,Dmag,Sep,,
1530,Kap Dor,CP-59  376,269.44,-39.05,5.27,A8-9III-IV,0.024,,,,41.66666667
1643,,BD+73  274,138.39,19.58,5.43,B9pSi,0.024,,,,41.66666667
1647,,BD+64  500,146.23,14.54,6.41,F6V,0.024,,,,41.66666667
1657,66    Eri,BD-04 1044,204.78,-25.35,5.12,B9V+A1V,0.024,5.4,52.8,,41.66666667
1948,50Zet Ori,BD-02 1338,206.45,-16.59,2.05,O9.7Ib,0.024,2.2,2.4,,41.66666667
1949,50Zet Ori,BD-02 1338,206.45,-16.59,4.21,B0III,0.024,2.2,2.4,,41.66666667
2498,,BD-14 1573,225.57,-7.87,5.32,A2V,0.024,,,,41.66666667
2646,22Sig CMa,CD-27 3544,239.17,-10.27,3.47,K7Ib,0.024,10.5,10,,41.66666667
2970,26Alp Mon,BD-09 2172,227.19,6.52,3.93,K0III,0.024,,,,41.66666667
3145,,BD+02 1854,219.07,16.8,4.39,K2III,0.024,4.7,241.4,,41.66666667
3170,,CD-32 4796,249.83,-0.69,5.31,M1Ib,0.024,,,,41.66666667
3434,,CD-36 4872,257.18,3,6.13,F1IV,0.024,1.5,0.9,,41.66666667
3572,65Alp Cnc,BD+12 1948,216.51,33.52,4.25,A5m,0.024,0,0.1,,41.66666667
3643,,CP-72  779,287.83,-16.77,4.48,F9II,0.024,,,,41.66666667
3807,,CD-40 5284,267.13,7.99,5.35,G8III,0.024,3.6,1.1,,41.66666667
4080,,CD-41 5809,275.25,13.07,4.83,K1III,0.024,,,,41.66666667
4104,Alp Ant,CD-30 8465,269.88,22.39,4.25,K4III,0.024,,,,41.66666667
4247,46    LMi,BD+34 2172,190,63.73,3.83,K0+III-IV,0.024,,,,41.66666667
4382,12Del Crt,BD-13 3345,272.07,42.51,3.56,G8III-IV,0.024,,,,41.66666667
4441,Omi1Cen,CP-58 3692,292.95,1.88,5.13,G30-Ia,0.024,6.4,13.3,,41.66666667
4487,,CP-61 2463,294.39,-0.18,5.15,ApHgMn,0.024,,,,41.66666667
4738,16    Com,BD+27 2134,214.72,84.55,5,A4V,0.024,,,,41.66666667
4757,7Del Crv,BD-15 3482,295.48,46.05,2.95,B9.5V,0.024,5.3,24.4,,41.66666667
4794,,CD-40 7376,299.75,21.75,5.13,A7III,0.024,,,,41.66666667
4802,Tau Cen,CD-47 7745,300.59,14.27,3.86,A2V,0.024,,,,41.66666667
5177,,BD+56 1683,107.97,59.66,6.5,F7IV-V,0.024,,,,41.66666667
5264,93Tau Vir,BD+02 2761,339.22,59.38,4.26,A3V,0.024,5.2,129,,41.66666667
5299,,BD+44 2325,85.26,67.26,5.27,M4.5:III,0.024,,,,41.66666667
5371,,CP-57 6619,314.64,2.33,4.92,G8III+F5V,0.024,2.1,9.2,,41.66666667
5390,,CD-2411469,328.45,33.4,5.32,G8III,0.024,,,,41.66666667
5659,,BD+19 2939,26.94,56.71,6.68,G5V,0.024,0.8,23.7,,41.66666667
5947,13Eps CrB,BD+27 2558,43.65,48.78,4.15,K2IIIab,0.024,7.3,101.4,,41.66666667
6095,20Gam Her,BD+19 3086,35.26,41.3,3.75,A9III,0.024,6.4,41.6,,41.66666667
6134,21Alp Sco,CD-2611359,351.95,15.06,0.96,M1.5Iab-Ib+B4Ve,0.024,4.2,2.9,,41.66666667
6148,27Bet Her,BD+21 2934,39.01,40.21,2.77,G7IIIa,0.024,7.3,256.2,,41.66666667
7021,Lam CrA,CD-3813036,357.21,-15.04,5.13,A2Vn,0.024,4.5,29.2,,41.66666667
7137,,BD+50 2686,80.43,20.4,4.92,G7IIIaFe-1,0.024,,,,41.66666667
7328,1Kap Cyg,BD+53 2216,84.4,17.85,3.77,G9III,0.024,,,,41.66666667
7883,5Iot Del,BD+10 4339,56.13,-17.5,5.43,A2V,0.024,,,,41.66666667
8048,Zet Mic,CD-3914089,4.03,-41.46,5.3,F3V,0.024,,,,41.66666667
8133,,BD+63 1708,101.97,10.81,6.39,G2IV+G2IV,0.024,0.2,0.6,,41.66666667
8472,,BD+56 2727,102.38,0.48,5.24,F8V,0.024,5.1,72.9,,41.66666667
8556,Del1Gru,CD-4414931,353.77,-57.05,3.97,G6-8III,0.024,8.8,5.6,,41.66666667
8641,43Omi Peg,BD+28 4436,91.71,-25.59,4.79,A1IV,0.024,,,,41.66666667
8872,34Omi Cep,BD+67 1514,114.42,6.79,4.75,K0III,0.024,2.3,3.1,,41.66666667
236,Lam Hyi,CP-75   64,303.18,-42.2,5.07,K5III,0.025,,,,40
299,,CD-47  313,297.02,-70.6,5.36,G8III,0.025,,,,40
462,Tau Scl,CD-30  540,231.37,-79.8,5.69,F2V,0.025,1.1,0.9,,40
496,Phi Per,BD+49  444,131.32,-11.33,4.07,B2Vep,0.025,,,,40
560,,BD+01  347,153.67,-57.13,6.01,F7V+G0V,0.025,0.1,1.5,,40
605,10    Ari,BD+25  341,142.61,-34.16,5.63,F8IV,0.025,1.5,0.8,,40
778,Eta Hor,CP-53  457,272.31,-57.82,5.31,A6V,0.025,,,,40
845,Gam2For,CD-28  903,221.64,-63.79,5.39,A0V,0.025,,,,40
934,Mu  Hor,CP-60  236,277.43,-50.34,5.11,F0IV,0.025,,,,40
968,,CD-44 1025,253.82,-56.96,5.93,F7III+A0V,0.025,0.4,0.2,,40
984,13Zet Eri,BD-09  624,191.58,-51.31,4.8,A5m,0.025,,,,40
1046,,BD+54  684,144.14,-0.75,5.09,A1V,0.025,4.8,14.8,,40
1195,,CD-36 1467,237.88,-51.4,4.17,G9II-III,0.025,,,,40
1387,65Kap1Tau,BD+21  642,174.56,-18.48,4.22,A7IV-V,0.025,0,0.1,,40
1533,,BD+37  969,166.3,-4.57,4.88,K3.5IIIBa0.2:,0.025,,,,40
1899,44Iot Ori,BD-06 1241,209.52,-19.58,2.77,O9III,0.025,4.5,11.4,,40
2135,62Chi2Ori,BD+20 1233,189.69,-0.86,4.63,B2Ia,0.025,0,0,,40
2256,Kap Col,CD-35 2800,242.35,-21.89,4.37,K0.5IIIa,0.025,,,,40
2298,8Eps Mon,BD+04 1236,205.68,-4.03,4.44,A5IV,0.025,2.2,12.9,,40
2299,,BD+04 1237,205.67,-4.03,6.72,F5V,0.025,2.2,12.9,,40
2331,6    Lyn,BD+58  932,156.97,20.19,5.88,K0III-IV,0.025,3,179.6,,40
2414,5Xi 2CMa,BD-22 1458,231.99,-13.68,4.54,A0V,0.025,,,,40
2554,,CP-53 1168,263.24,-21.76,4.4,G6II,0.025,,,,40
2601,39    Gem,BD+26 1405,190.09,13.07,6.1,F7V,0.025,6,28.8,,40
2666,,CD-42 2929,252.87,-15.72,5.2,Am,0.025,,,,40
3113,,CD-29 5236,247.1,-0.65,4.79,A2V,0.025,,,,40
3461,47Del Cnc,BD+18 2027,208.02,32.9,3.94,K0III-IIIb,0.025,7.5,38.4,,40
3696,,CP-57 1961,277.12,-5.89,4.34,M1III,0.025,,,,40
3705,40Alp Lyn,BD+35 1979,190.24,44.73,3.13,K7IIIab,0.025,,,,40
3799,26    UMa,BD+52 1402,164.83,45.85,4.5,A2V,0.025,,,,40
3905,24Mu  Leo,BD+26 2019,204.05,50.25,3.88,K2IIICN1Ca1,0.025,,,,40
3917,31    UMa,BD+50 1698,166.65,49.63,5.27,A3III,0.025,,,,40
4273,Iot Ant,CD-36 6808,278.85,20.31,4.6,K1III,0.025,,,,40
4380,55    UMa,BD+38 2225,177.34,67.74,4.78,A1Vp:,0.025,,,,40
4396,,CD-35 7163,283.65,23.38,5,K6III,0.025,9.5,31.3,,40
4422,57    UMa,BD+40 2433,172.23,68.97,5.31,A2V,0.025,2.5,346.3,,40
4461,2    Dra,BD+70  670,132.45,46.38,5.2,K0III,0.025,,,,40
4499,,CP-61 2514,294.78,-0.34,4.94,G3Ib,0.025,,,,40
4658,,CD-41 7056,295.81,20.46,6.26,K0III,0.025,,,,40
4688,9    Com,BD+28 2106,202.8,82.85,6.33,F8V s,0.025,,,,40
4831,,CD-48 7608,301.43,14.03,4.66,K0III,0.025,,,,40
4955,49    Vir,BD-09 3628,309.5,51.92,5.19,K2III,0.025,,,,40
5085,,BD+60 1461,114.52,56.57,5.4,A1Vn,0.025,3.3,182.3,,40
5227,,BD+69  724,114.79,47.86,6.4,K2IV,0.025,1.8,79.1,,40
5239,,CD-45 8815,314.39,14.83,5.83,K1III,0.025,,,,40
5435,27Gam Boo,BD+38 2565,67.26,66.17,3.03,A7III,0.025,9.5,33.4,,40
5451,,BD+57 1519,98.69,54.95,6.48,F6-8V,0.025,,,,40
5600,41Ome Boo,BD+25 2861,36.25,60.66,4.81,K4-IIIabCa0.5,0.025,,,,40
5601,110    Vir,BD+02 2905,0.07,49.79,4.4,K0.5IIIbFe-0.5,0.025,,,,40
5925,Xi 1Lup,CD-3310826,341.3,14.75,5.12,A3V,0.025,0.5,10.3,,40
5926,Xi 2Lup,CD-3310826,341.3,14.75,5.62,B9V,0.025,0.5,10.3,,40
6017,,CD-2912343,346.81,15.99,5.13,K3III,0.025,,,,40
6229,Eta Ara,CP-58 6906,329.64,-9.16,3.76,K5III,0.025,9.5,23.6,,40
6250,47    Her,BD+07 3256,25.23,30.18,5.49,A3m,0.025,,,,40
6418,67Pi  Her,BD+36 2844,60.66,34.34,3.16,K3IIab,0.025,,,,40
6582,Eta Pav,CP-64 3662,328.4,-17.75,3.62,K2II,0.025,,,,40
6705,33Gam Dra,BD+51 2282,79.06,29.22,2.23,K5III,0.025,8.4,140.1,,40
6746,10Gam2Sgr,CD-3015215,0.92,-4.54,2.99,K0III,0.025,,,,40
6809,40    Dra,BD+79  570,111.78,28.91,6.04,F7,0.025,0.4,19.3,,40
6810,41    Dra,BD+79  571,111.78,28.9,5.68,F7,0.025,0.4,19.3,,40
6895,109    Her,BD+21 3411,49.77,15.6,3.84,K2.5IIIab,0.025,6.5,221.8,,40
6930,Gam Sct,BD-14 5071,17.46,-1.79,4.7,A3Vn,0.025,,,,40
7020,Del Sct,BD-09 4796,23.83,-2.1,4.72,F2IIIpDel Del,0.025,4.5,52.6,,40
7194,38Zet Sgr,CD-3016575,6.84,-15.35,2.6,A2III+A4IV,0.025,0.3,0.5,,40
7253,,BD+28 3193,60.28,9.6,5.55,F0III,0.025,,,,40
7272,,BD+34 3439,65.99,11.69,6.74,G1V,0.025,1.5,16.4,,40
7309,54    Dra,BD+57 1968,88.52,19.81,4.99,K2III,0.025,,,,40
7515,56    Sgr,BD-20 5698,20.65,-20.67,4.86,K1III,0.025,,,,40
7612,Mu 2Pav,CP-67 3698,328.95,-31.67,5.31,K2IVCNII,0.025,,,,40
7761,7Sig Cap,BD-19 5776,24.48,-27.66,5.28,K3II,0.025,3.5,56.5,,40
7852,2Eps Del,BD+10 4321,55.42,-16.59,4.03,B6III,0.025,,,,40
7984,56    Cyg,BD+43 3739,84.29,0.03,5.04,A4mDel Del,0.025,6,75.5,,40
8021,Alp Oct,CP-77 1474,315.96,-33.65,5.15,A7III+G2III,0.025,,,,40
8285,41    Cap,CD-2317057,27.21,-47.22,5.24,G9III,0.025,6.2,5.1,,40
8551,35    Peg,BD+03 4710,69.98,-42.94,4.79,K0III,0.025,4.9,181.5,,40
8597,62Eta Aqr,BD-00 4384,66.84,-47.61,4.02,B9IV-Vn,0.025,,,,40
8687,,BD+67 1468,112.09,8.31,6.19,F5V,0.025,0.2,4.3,,40
8784,,BD+15 4760,89.29,-39.26,6.44,G8IV,0.025,,,,40
361,86Zet Psc,BD+06  174,132.56,-54.88,5.24,A7IV,0.026,0.1,0.1,,38.46153846
362,86Zet Psc,BD+06  175,132.57,-54.87,6.3,F7V,0.026,0.1,0.1,,38.46153846
390,46Xi  And,BD+44  287,128.58,-17,4.88,K0-IIIb,0.026,,,,38.46153846
472,Alp Eri,CP-57  334,290.84,-58.79,0.46,B3Vpe,0.026,,,,38.46153846
545,5Gam1Ari,BD+18  243,142.55,-41.2,4.83,B9V,0.026,0.1,7.8,,38.46153846
546,5Gam2Ari,BD+18  243,142.55,-41.2,4.75,A1pSi,0.026,0.1,7.8,,38.46153846
841,Bet For,CD-32 1025,231.79,-64.02,4.46,K0-IIIFe-0.5,0.026,9.5,4.7,,38.46153846
875,,BD-04  502,180.36,-52.04,5.17,A1Vn,0.026,,,,38.46153846
925,10Rho3Eri,BD-08  572,187.3,-52.98,5.26,A8V,0.026,,,,38.46153846
965,,BD+84   59,126.5,23.2,5.61,G3IIp:+F0:V,0.026,,,,38.46153846
1002,32    Per,BD+42  750,149.81,-11.58,4.95,A3V,0.026,,,,38.46153846
1326,Alp Hor,CD-42 1425,246.88,-46.41,3.86,K1III,0.026,,,,38.46153846
1444,86Rho Tau,BD+14  720,182.05,-21.67,4.65,A8V,0.026,,,,38.46153846
1629,Eta Men,CP-75  290,287.12,-33.55,5.47,K4III,0.026,,,,38.46153846
1901,45    Ori,BD-04 1188,208.55,-19.06,5.26,F0III,0.026,9,19.1,,38.46153846
2985,77Kap Gem,BD+24 1759,195.85,21.97,3.57,G8IIIa,0.026,5.8,7.1,,38.46153846
3002,,CD-40 3377,254.86,-8.44,5.17,K1III,0.026,,,,38.46153846
3314,,BD-03 2339,227.78,18.89,3.9,A0V,0.026,,,,38.46153846
3845,35Iot Hya,BD-00 2231,236.49,35.98,3.91,K2.5III-IIIbBa0.3,0.026,,,,38.46153846
4021,,BD+71  534,138.45,41.12,6.66,A7m,0.026,0.7,16.6,,38.46153846
4159,,CP-56 3544,285.49,0.64,4.45,K3-4II,0.026,,,,38.46153846
4178,38    UMa,BD+66  678,141.57,46.45,5.12,K2III,0.026,,,,38.46153846
4182,33    Sex,BD-00 2364,250.38,47.42,6.26,K1IV,0.026,,,,38.46153846
4359,70The Leo,BD+16 2234,235.37,64.59,3.34,A2V,0.026,,,,38.46153846
4433,86    Leo,BD+19 2459,233.76,69.44,5.52,K0III,0.026,,,,38.46153846
4434,1Lam Dra,BD+70  665,132.98,46.2,3.84,M0IIICa-1,0.026,,,,38.46153846
4501,62    UMa,BD+32 2179,191.85,74.13,5.73,F4V,0.026,4.3,84.3,,38.46153846
4621,Del Cen,CD-50 6697,296,11.57,2.6,B2IVne,0.026,1.9,268.6,,38.46153846
4663,6    Com,BD+15 2436,267.16,75.25,5.1,A3V,0.026,,,,38.46153846
4700,Eps Cru,CP-59 4188,299.23,2.25,3.59,K3-4III,0.026,,,,38.46153846
4963,51The Vir,BD-04 3430,311.42,57.03,4.38,A1IV s+Am,0.026,1,0.5,,38.46153846
5183,,BD+07 2690,337.86,65.38,6.33,G0-1IV-V,0.026,3.5,486,,38.46153846
5219,,BD+35 2496,66.1,75.14,4.74,K5III,0.026,,,,38.46153846
5504,,BD-20 4087,335.73,34.29,6.4,F7V,0.026,0.2,0.3,,38.46153846
5541,,BD+37 2580,62.48,62.99,5.48,K0III-IV,0.026,,,,38.46153846
5583,,BD-04 3783,351.56,45.51,6.09,F8V,0.026,7.2,9.8,,38.46153846
5627,47    Boo,BD+48 2262,80.95,56.6,5.57,A1V,0.026,7.7,6.2,,38.46153846
5676,48Chi Boo,BD+29 2640,45.16,58.52,5.26,A2V,0.026,,,,38.46153846
6728,,BD+45 2638,72.45,27.66,5.67,M0IIIab,0.026,,,,38.46153846
6894,,CD-4812505,346.61,-16.02,5.46,K0-1III+F-G,0.026,,,,38.46153846
7044,,BD+31 3348,61.29,15.43,5.7,F1III-IV,0.026,,,,38.46153846
7264,41Pi  Sgr,BD-21 5275,15.89,-13.29,2.89,F2II,0.026,0,0.1,,38.46153846
7385,4    Vul,BD+19 4010,54.35,1.75,5.16,K0III,0.026,6.2,18.9,,38.46153846
7500,,BD+60 1991,92.59,17.72,6.51,A5V,0.026,2.2,18.3,,38.46153846
7749,,CD-4713340,352.03,-34.13,6.13,F5V,0.026,,,,38.46153846
7848,Phi1Pav,CP-61 6492,336.04,-36.09,4.76,F1III,0.026,,,,38.46153846
7896,7Kap Del,BD+09 4600,55.18,-18.47,5.05,G2IV,0.026,4.8,203.6,,38.46153846
7947,12Gam1Del,BD+15 4255,61.49,-16.57,5.14,F7V,0.026,1,9.8,,38.46153846
7948,12Gam2Del,BD+15 4255,61.5,-16.58,4.27,K1IV,0.026,1,9.8,,38.46153846
8502,Alp Tuc,CP-60 7561,330.22,-47.96,2.86,K3III,0.026,,0.1,,38.46153846
8827,60    Peg,BD+26 4580,96.95,-30.95,6.17,G8III-IV,0.026,3.3,231.5,,38.46153846
84,Iot Scl,CD-29   86,15.52,-83.15,5.18,G5III,0.027,,,,37.03703704
125,Lam1Phe,CD-49  115,311.75,-67.98,4.77,A0V,0.027,8.8,30.3,,37.03703704
294,71Eps Psc,BD+07  153,127.89,-54.87,4.28,K0III,0.027,0,0.2,,37.03703704
508,109    Psc,BD+19  282,139.67,-41.04,6.27,G3Va,0.027,,,,37.03703704
812,38    Ari,BD+11  377,161.43,-41.79,5.18,A7III-IV,0.027,,,,37.03703704
824,39    Ari,BD+28  462,151.42,-27.1,4.51,K1.5III,0.027,,,,37.03703704
951,57Del Ari,BD+19  477,162.6,-32.14,4.35,K2III,0.027,,,,37.03703704
1668,,BD+46  970,161.2,4.29,5.68,F5V,0.027,,,,37.03703704
1988,,BD+01 1126,204.32,-13.83,5.95,G4V,0.027,,,,37.03703704
2015,Del Dor,CP-65  496,275.47,-31.37,4.35,A7V,0.027,,,,37.03703704
2313,,BD-00 1287,210.78,-6.25,5.87,F8V,0.027,,,,37.03703704
2384,,CD-50 2241,258.81,-23.84,5.27,F2V,0.027,0.1,0.5,,37.03703704
2394,8    Lyn,BD+61  893,153.87,22.04,5.94,G8IV-V,0.027,3,157,,37.03703704
2711,,BD+27 1337,190.28,16.4,6.43,F8V,0.027,0.1,1.1,,37.03703704
2868,,BD-14 1925,230.57,1.36,6.05,F7V,0.027,1.4,2.2,,37.03703704
3110,14    CMi,BD+02 1833,218.7,15.88,5.29,K0III,0.027,3,88.6,,37.03703704
3369,32Ups2Cnc,BD+24 1946,200.31,32.31,6.36,G9III,0.027,,,,37.03703704
3482,11Eps Hya,BD+06 2036,220.72,28.53,3.38,G5III,0.027,0.9,0.2,,37.03703704
3665,22The Hya,BD+02 2167,228.77,32.53,3.88,B9.5V,0.027,7.7,27.1,,37.03703704
3682,,CD-38 5408,263.35,7.19,4.94,K0III,0.027,,,,37.03703704
3694,,CD-38 5430,264.14,6.8,5.33,K5III-IV,0.027,,,,37.03703704
3787,32Tau2Hya,BD-00 2211,235.15,34.34,4.57,A3V,0.027,,,,37.03703704
3884,,CP-61 1333,283.2,-7,3.69,G5Iab-Ib,0.027,,,,37.03703704
3890,Ups Car,CP-64 1084,285.04,-8.82,3.01,A6Ib,0.027,3,5,,37.03703704
3891,Ups Car,CP-64 1084,285.04,-8.82,6.26,B7III,0.027,3,5,,37.03703704
3994,41Lam Hya,BD-11 2820,253.01,34.5,3.61,K0IIICN1,0.027,7.7,112.2,,37.03703704
4050,,CP-60 1817,285.48,-3.8,3.4,K3IIa,0.027,9.2,16.4,,37.03703704
4126,,BD+76  393,133.12,38.59,4.84,G8.5III,0.027,,,,37.03703704
4264,,BD+42 2162,173.09,62.21,6.03,K2III,0.027,,,,37.03703704
4450,Xi  Hya,CD-31 9083,284.08,28.13,3.54,G7III,0.027,7,68.2,,37.03703704
4630,2Eps Crv,BD-21 3487,290.59,39.26,3,K2.5IIIaBa0.2:,0.027,,,,37.03703704
4708,17    Vir,BD+06 2599,284.15,67.12,6.4,F8V,0.027,3,20.6,,37.03703704
4914,12Alp1CVn,BD+39 2580,118.31,78.77,5.6,F0V,0.027,2.7,19.4,,37.03703704
4915,12Alp2CVn,BD+39 2580,118.29,78.77,2.9,A0pSiEuHg,0.027,2.7,19.4,,37.03703704
5020,46Gam Hya,BD-22 3554,311.1,39.26,3,G8-IIIa,0.027,6.7,138.4,,37.03703704
5232,90    Vir,BD-00 2758,333.47,57.57,5.15,K2III,0.027,,,,37.03703704
5317,,BD-00 2796,341.52,55.74,5.91,F7V w,0.027,,,,37.03703704
5581,,BD+50 2126,84.65,57.17,5.63,F7V,0.027,,,,37.03703704
5777,37    Lib,BD-09 4171,355.24,35.79,4.62,K1III-IV,0.027,,,,37.03703704
5778,4The CrB,BD+31 2750,49.69,54.71,4.14,B6Vnne,0.027,1.4,0.5,,37.03703704
5888,34Ome Ser,BD+02 3007,10.54,40.5,5.23,G8III,0.027,,,,37.03703704
6553,The Sco,CD-4212312,347.14,-5.98,1.87,F1II,0.027,,,,37.03703704
6649,,CD-4112139,349.48,-7.92,6.2,F8IV-V,0.027,,,,37.03703704
6905,Zet Tel,CD-4912153,345.82,-16.68,4.13,G8-K0III,0.027,,,,37.03703704
6999,,BD-03 4331,28.6,1.44,6.49,F9IV,0.027,0.1,0.1,,37.03703704
7386,,BD+24 3737,58.86,4.18,6.19,F7V,0.027,4.4,40.1,,37.03703704
7460,42    Aql,BD-04 4861,34.06,-12.42,5.46,F3IV,0.027,,,,37.03703704
7519,49Ups Aql,BD+07 4210,46.01,-8.42,5.91,A3IV,0.027,,,,37.03703704
7697,,BD+52 2623,87.56,11.18,5.85,F5V,0.027,3.8,170.4,,37.03703704
8115,64Zet Cyg,BD+29 4348,76.75,-12.45,3.2,G8+III-IIIaBa0.6,0.027,7.9,91.2,,37.03703704
8190,,BD+23 4300,73.9,-18.27,5.71,F1IV,0.027,4.8,53.9,,37.03703704
8444,,CD-3415430,11.58,-54.79,5.37,A5V,0.027,,,,37.03703704
8524,Pi 2Gru,CD-4614295,350.28,-55.23,5.62,F3III-IV,0.027,5.4,4.9,,37.03703704
8975,Mu  Scl,CD-3217621,10.86,-73.86,5.31,K1III,0.027,,,,37.03703704
158,,BD+81   13,122.53,19.63,6.4,dF6,0.028,,,,35.71428571
165,31Del And,BD+30   91,119.87,-31.94,3.27,K3III,0.028,8.2,28.7,,35.71428571
368,38    Cet,BD-01  162,136.01,-63.25,5.7,F5V,0.028,6.3,114.1,,35.71428571
433,48    Cet,BD-22  254,182.65,-79.72,5.12,A1V,0.028,7.5,22,,35.71428571
569,9Lam Ari,BD+22  288,142.04,-36.8,4.79,F0V,0.028,2.5,37.4,,35.71428571
581,47    Cas,BD+76   63,127.06,15,5.38,F0Vn,0.028,6,95.6,,35.71428571
789,,CD-43  814,255.67,-62.98,4.75,A2V,0.028,10,23.8,,35.71428571
994,15    Eri,BD-22 1146,213.26,-56.46,4.88,G6III,0.028,1.3,0.2,,35.71428571
1111,21    Eri,BD-06  713,192.27,-44.75,5.96,K1V,0.028,,,,35.71428571
1143,,CD-37 1415,239.76,-52.69,4.59,K2.5III,0.028,7.6,5.4,,35.71428571
1346,54Gam Tau,BD+15  612,179.08,-23.82,3.65,K0-IIIabCN1,0.028,,,,35.71428571
1453,50Ups1Eri,CD-30 1883,229.85,-41.59,4.51,K0IIICN-1,0.028,,,,35.71428571
1483,,BD-12  955,208.96,-34.85,5.01,A2IV,0.028,,,,35.71428571
1604,,BD-16 1013,215.97,-32.06,5.66,F3V+F9V,0.028,1.5,0.2,,35.71428571
1791,112Bet Tau,BD+28  795,177.99,-3.74,1.65,B7III,0.028,,33.4,,35.71428571
2122,,BD+32 1166,178.68,5.07,6.24,F4V,0.028,,,,35.71428571
2124,61Mu  Ori,BD+09 1064,198.68,-6.31,4.12,A2V,0.028,1.8,0.3,,35.71428571
2326,Alp Car,CP-52  914,261.21,-25.29,-0.72,F0II,0.028,,,,35.71428571
2431,,CD-35 3005,244.7,-18.5,6.35,G0V,0.028,0.4,0.2,,35.71428571
2927,25    Mon,BD-03 1979,221.89,8.26,5.13,F6III,0.028,5.3,121.7,,35.71428571
3321,2    Hya,BD-03 2345,227.96,19.02,5.59,A5III-IV,0.028,3.8,72.8,,35.71428571
3512,,CD-32 5770,255.49,7.05,5.21,G5III,0.028,,,,35.71428571
3578,,BD-15 2656,243.3,18.91,5.86,F6V,0.028,,,,35.71428571
3782,5Xi  Leo,BD+11 2053,221.56,40.68,4.97,K0-III-IIIb,0.028,1.9,0,,35.71428571
3991,,BD-12 3101,253.29,34.08,5.31,F5V,0.028,,,,35.71428571
4042,22Eps Sex,BD-07 3001,250.79,38.76,5.24,F2III,0.028,,,,35.71428571
4232,Nu  Hya,BD-15 3138,265.05,37.56,3.11,K2III,0.028,,,,35.71428571
4405,15Gam Crt,BD-16 3244,275.41,40.52,4.08,A5V,0.028,4.8,5.3,,35.71428571
4453,,CD-39 7175,287.33,19.92,5.39,A2IV-V,0.028,0,1,,35.71428571
4554,64Gam UMa,BD+54 1475,140.84,61.38,2.44,A0Ve,0.028,,,,35.71428571
4593,,BD+36 2230,169.73,76.17,5.59,K0III,0.028,,,,35.71428571
5070,,BD+64  949,116.41,53.43,6.5,G6V,0.028,,,,35.71428571
5900,,CP-59 6428,323.99,-5.06,5.77,G5II-III+A3,0.028,3,3.9,,35.71428571
6129,3Ups Oph,BD-08 4243,6.74,26.74,4.63,A3m,0.028,3.2,1.1,,35.71428571
6153,9Ome Oph,BD-21 4381,356.3,17.83,4.45,A7p,0.028,,,,35.71428571
6173,,BD+79  498,112.31,33.28,5.56,F0V,0.028,,,,35.71428571
6271,Zet2Sco,CD-4211646,343.1,0.79,3.62,K4III,0.028,,,,35.71428571
6324,58Eps Her,BD+31 2947,52.85,36.17,3.92,A0V,0.028,,,,35.71428571
6446,53Nu  Ser,BD-12 4722,10.63,13.46,4.33,A2V,0.028,4.8,46.3,,35.71428571
6459,43    Oph,CD-2813081,358.02,4.54,5.35,K5III,0.028,,,,35.71428571
7176,13Eps Aql,BD+14 3736,47.3,5.04,4.02,K1-IIICN0.5Ba0.2,0.028,5.9,131.1,,35.71428571
7650,62    Sgr,CD-2816355,13.92,-26.93,4.58,M4III,0.028,,,,35.71428571
7720,66    Aql,BD-01 3920,41.65,-18.6,5.47,K5III,0.028,,,,35.71428571
7882,6Bet Del,BD+14 4369,58.88,-15.65,3.63,F5IV,0.028,1,0.6,,35.71428571
7982,4    Aqr,BD-06 5604,42.13,-29.18,5.99,F5V+F7V,0.028,0.9,1.1,,35.71428571
8097,5Gam Equ,BD+09 4732,59.93,-24.76,4.69,F0IIIp,0.028,1.2,352.5,,35.71428571
8178,10Bet Equ,BD+06 4811,59,-29.23,5.16,A3V,0.028,6.5,89.2,,35.71428571
8205,,BD+00 4726,54.14,-33.25,6.13,F5V,0.028,,,,35.71428571
8288,43Kap Cap,BD-19 6152,33.38,-46.03,4.73,G8III,0.028,,,,35.71428571
8789,86    Aqr,CD-2417497,35.23,-66.15,4.47,G9III,0.028,10,2.9,,35.71428571
8984,18Lam Psc,BD+00 5037,90.15,-56.61,4.5,A7V,0.028,,,,35.71428571
48,7    Cet,BD-19   21,75.11,-78.23,4.44,M3III,0.029,,,,34.48275862
708,72Rho Cet,BD-12  451,183.75,-63.35,4.89,B9.5Vn,0.029,,,,34.48275862
883,4    Eri,CD-24 1336,213.46,-61.47,5.45,A5V,0.029,,,,34.48275862
901,Zet For,CD-25 1191,216.57,-61.27,5.71,F2V,0.029,,,,34.48275862
997,,BD-19  651,206.62,-55.15,5.71,F0IV,0.029,2.3,7.2,,34.48275862
1311,47    Tau,BD+08  652,183.6,-28.94,4.84,G5III+A7V?,0.029,2.2,1.2,,34.48275862
1412,78The2Tau,BD+15  632,180.35,-22.01,3.4,A7III,0.029,0.4,337.4,,34.48275862
1790,24Gam Ori,BD+06  919,196.93,-15.95,1.64,B2III,0.029,10.5,179,,34.48275862
1905,122    Tau,BD+16  822,189.12,-7.91,5.54,F0V,0.029,,,,34.48275862
2692,,BD+21 1528,195.71,13.46,6.43,G9V,0.029,,,,34.48275862
2864,6    CMi,BD+12 1567,206.38,13.88,4.54,K1+IIIBa0.4,0.029,,,,34.48275862
